"gi","accession","product_length","mismatch_forward","mismatch_reverse","forward_start","forward_stop","reverse_start","reverse_stop","product_start","product_stop","amplicon_length","taxID","species","superkingdom","kingdom","phylum","subphylum","superclass","class","subclass","order","family","subfamily","genus","infraorder","subcohort","superorder","superfamily","tribe","subspecies","subgenus","species group","parvorder","varietas"
NA,"MW698491.2",136,1,0,1209,1192,1074,1091,1074,1209,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698490.2",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698489.2",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698488.2",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698487.2",136,1,0,1214,1197,1079,1096,1079,1214,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698486.2",136,1,0,1210,1193,1075,1092,1075,1210,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698485.2",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698484.2",136,1,0,1212,1195,1077,1094,1077,1212,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698483.2",136,1,0,1216,1199,1081,1098,1081,1216,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698482.2",136,1,0,1210,1193,1075,1092,1075,1210,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698481.2",136,1,0,1214,1197,1079,1096,1079,1214,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698480.2",136,1,0,1210,1193,1075,1092,1075,1210,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698479.2",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698478.2",136,1,0,1214,1197,1079,1096,1079,1214,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698477.2",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698476.2",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698475.2",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698474.2",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MW698473.2",136,1,0,1210,1193,1075,1092,1075,1210,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ848090.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ848085.1",136,1,0,1214,1197,1079,1096,1079,1214,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ848063.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ848055.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ848053.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ848043.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ848041.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ848026.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ848023.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ848022.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ848018.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ848013.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ848010.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ848000.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847998.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847994.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847990.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847988.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847984.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847982.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847980.1",136,1,0,1215,1198,1080,1097,1080,1215,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847975.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847965.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847961.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847957.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847949.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847947.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847944.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847936.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847933.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847930.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847928.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847927.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847925.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847924.1",136,1,0,1210,1193,1075,1092,1075,1210,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847921.1",136,1,0,1215,1198,1080,1097,1080,1215,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847920.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847913.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847909.1",136,1,0,1215,1198,1080,1097,1080,1215,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847904.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847902.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847894.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847889.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847888.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847884.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847877.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847876.1",136,1,0,1213,1196,1078,1095,1078,1213,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847870.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847866.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847856.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847849.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847842.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847837.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847833.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847832.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847824.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847818.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847816.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847815.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
NA,"MZ847814.1",136,1,0,1211,1194,1076,1093,1076,1211,100,"9606","Homo sapiens","Eukaryota","Metazoa","Chordata","Craniata","Sarcopterygii","Mammalia",NA,"Primates","Hominidae","Homininae","Homo","Simiiformes",NA,"Euarchontoglires","Hominoidea",NA,NA,NA,NA,"Catarrhini",NA
